,Lead_ID,Lead_Source,Sales_Rep,Industry,Region,Created_Date,Qualified_Date,Demo_Date,Proposal_Date,Closed_Date,Deal_Status,Deal_Value,Qualified_Flag,Demo_Flag,Proposal_Flag,Won_Flag,Days_to_Qualify,Days_to_Demo,Days_to_Proposal,Days_to_Close
16269,LEAD_107643,Facebook,Priya Mehta,Education,Unknown,2025-12-26 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
11516,LEAD_107497,Website,Priya Mehta,IT,Unknown,2025-12-26 10:41:08.238817,2025-12-27 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
13138,LEAD_106972,Website,Priya Mehta,Education,North,2025-12-26 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,4.0,,
15401,LEAD_102115,Facebook,Rahul Sharma,Healthcare,Unknown,2025-12-26 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,8.0,,
9337,LEAD_106976,Website,Rohit Kapoor,IT,South,2025-12-26 10:41:08.238817,2025-12-30 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
10027,LEAD_100305,Referral,Neha Singh,IT,Unknown,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15180,LEAD_109011,Facebook,Amit Verma,Finance,East,2025-12-26 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-11 10:41:08.238817,2026-01-20 10:41:08.238817,2026-01-31 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,10.0,9.0,11.0
7502,LEAD_102690,Nan,Rohit Kapoor,Unknown,West,2025-12-26 10:41:08.238817,2025-12-27 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
11440,LEAD_116375,Facebook,Amit Verma,Unknown,West,2025-12-26 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-12 10:41:08.238817,2026-01-20 10:41:08.238817,2026-01-26 10:41:08.238817,Won,157982.0,1,1,1,1,3.0,14.0,8.0,6.0
8916,LEAD_106737,Referral,Nan,Retail,Unknown,2025-12-26 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-20 10:41:08.238817,2026-01-29 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,2.0,18.0,9.0
15835,LEAD_108173,Linkedin,Neha Singh,Unknown,West,2025-12-26 10:41:08.238817,2025-12-28 10:41:08.238817,2026-01-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,14.0,,
13914,LEAD_102253,Google Ads,Rohit Kapoor,Unknown,North,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14185,LEAD_109444,Website,Amit Verma,IT,East,2025-12-26 10:41:08.238817,2025-12-27 10:41:08.238817,2026-01-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,11.0,,
9755,LEAD_114490,Nan,Amit Verma,Education,North,2025-12-26 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-14 10:41:08.238817,2026-01-20 10:41:08.238817,Won,169136.0,1,1,1,1,4.0,7.0,8.0,6.0
10225,LEAD_116732,Nan,Priya Mehta,Healthcare,West,2025-12-26 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,3.0,,
9473,LEAD_113748,Google Ads,Nan,Unknown,East,2025-12-26 10:41:08.238817,2026-01-04 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
10099,LEAD_106728,Google Ads,Priya Mehta,Healthcare,South,2025-12-26 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-08 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,3.0,4.0,2.0
9057,LEAD_110184,Facebook,Rahul Sharma,Education,West,2025-12-26 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-14 10:41:08.238817,2026-01-17 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,1.0,11.0,3.0
4473,LEAD_110869,Google Ads,Rahul Sharma,Finance,South,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17003,LEAD_114529,Google Ads,Rohit Kapoor,Unknown,East,2025-12-26 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-16 10:41:08.238817,2026-01-21 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,3.0,10.0,5.0
8344,LEAD_111839,Nan,Priya Mehta,Unknown,Unknown,2025-12-26 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-01 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,2.0,,
14058,LEAD_105428,Website,Rahul Sharma,Finance,East,2025-12-26 10:41:08.238817,2025-12-28 10:41:08.238817,2026-01-05 10:41:08.238817,2026-01-21 10:41:08.238817,2026-01-26 10:41:08.238817,Won,138466.0,1,1,1,1,2.0,8.0,16.0,5.0
15265,LEAD_111635,Facebook,Priya Mehta,IT,East,2025-12-26 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,8.0,,
6385,LEAD_116823,Google Ads,Nan,IT,Unknown,2025-12-26 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-13 10:41:08.238817,2026-01-21 10:41:08.238817,2026-02-02 10:41:08.238817,Won,143891.0,1,1,1,1,7.0,11.0,8.0,12.0
13226,LEAD_100116,Website,Priya Mehta,Finance,North,2025-12-26 10:41:08.238817,2025-12-30 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
1500,LEAD_117123,Nan,Neha Singh,Finance,West,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10136,LEAD_106196,Google Ads,Rohit Kapoor,Healthcare,East,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16783,LEAD_113937,Website,Rohit Kapoor,Education,East,2025-12-26 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-19 10:41:08.238817,2026-01-28 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,2.0,17.0,9.0
13956,LEAD_116164,Google Ads,Priya Mehta,IT,East,2025-12-26 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,6.0,,
10057,LEAD_107065,Website,Nan,Healthcare,Unknown,2025-12-26 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
1412,LEAD_100433,Website,Nan,Retail,North,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
7495,LEAD_112991,Facebook,Priya Mehta,Unknown,South,2025-12-26 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,5.0,,
9975,LEAD_114283,Google Ads,Rahul Sharma,Education,North,2025-12-26 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-17 10:41:08.238817,2026-01-26 10:41:08.238817,2026-02-07 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,13.0,9.0,12.0
8221,LEAD_115481,Linkedin,Rahul Sharma,IT,West,2025-12-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5940,LEAD_101637,Google Ads,Rohit Kapoor,Healthcare,South,2025-12-26 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
17197,LEAD_109510,Nan,Rahul Sharma,Retail,South,2025-12-26 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,8.0,,
12381,LEAD_107383,Linkedin,Amit Verma,Finance,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11188,LEAD_109740,Google Ads,Priya Mehta,Education,North,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3199,LEAD_107623,Facebook,Rahul Sharma,IT,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
8152,LEAD_111807,Website,Priya Mehta,IT,South,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
8029,LEAD_111742,Website,Nan,Finance,East,2025-12-27 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-07 10:41:08.238817,2026-01-14 10:41:08.238817,2026-01-20 10:41:08.238817,Won,175138.0,1,1,1,1,5.0,6.0,7.0,6.0
13236,LEAD_117078,Website,Amit Verma,Education,North,2025-12-27 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-09 10:41:08.238817,2026-01-17 10:41:08.238817,2026-01-31 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,7.0,8.0,14.0
10895,LEAD_114384,Website,Neha Singh,Education,Unknown,2025-12-27 10:41:08.238817,2025-12-28 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
5166,LEAD_114095,Website,Rahul Sharma,Finance,East,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
1177,LEAD_111995,Website,Priya Mehta,IT,South,2025-12-27 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-16 10:41:08.238817,2026-02-02 10:41:08.238817,2026-02-11 10:41:08.238817,Won,19572.0,1,1,1,1,8.0,12.0,17.0,9.0
11951,LEAD_105891,Facebook,Priya Mehta,Retail,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
1207,LEAD_114929,Website,Priya Mehta,Retail,Unknown,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
131,LEAD_105019,Nan,Rohit Kapoor,Unknown,East,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3282,LEAD_106277,Google Ads,Priya Mehta,Healthcare,West,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
16544,LEAD_112481,Facebook,Amit Verma,IT,North,2025-12-27 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-09 10:41:08.238817,2026-01-28 10:41:08.238817,2026-02-07 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,9.0,19.0,10.0
10268,LEAD_102994,Website,Nan,Unknown,West,2025-12-27 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
3900,LEAD_116165,Website,Priya Mehta,Unknown,South,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
2180,LEAD_106660,Website,Rahul Sharma,Unknown,Unknown,2025-12-27 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,1.0,,
10286,LEAD_107790,Website,Priya Mehta,Unknown,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16304,LEAD_111896,Facebook,Priya Mehta,Education,West,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-13 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,10.0,,
14246,LEAD_109509,Linkedin,Nan,Healthcare,North,2025-12-27 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,8.0,,
6114,LEAD_102774,Website,Priya Mehta,Healthcare,South,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
14498,LEAD_114828,Facebook,Rohit Kapoor,Retail,North,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,2.0,,
16468,LEAD_109601,Google Ads,Neha Singh,Retail,East,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14113,LEAD_116412,Facebook,Rahul Sharma,Unknown,East,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16660,LEAD_110067,Google Ads,Rohit Kapoor,Retail,South,2025-12-27 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,8.0,,
7401,LEAD_110876,Website,Rahul Sharma,Finance,West,2025-12-27 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
6913,LEAD_104771,Facebook,Priya Mehta,Education,South,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12454,LEAD_114441,Website,Priya Mehta,Finance,South,2025-12-27 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,10.0,,
4910,LEAD_106567,Website,Amit Verma,IT,North,2025-12-27 10:41:08.238817,2026-01-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
9787,LEAD_112067,Facebook,Priya Mehta,Education,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
144,LEAD_102863,Nan,Nan,IT,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3762,LEAD_110478,Google Ads,Neha Singh,Unknown,North,2025-12-27 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
1574,LEAD_104176,Website,Neha Singh,Finance,West,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
7672,LEAD_111705,Nan,Priya Mehta,Retail,Unknown,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,7.0,,
11703,LEAD_106255,Google Ads,Neha Singh,Retail,West,2025-12-27 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,9.0,,
16639,LEAD_107533,Google Ads,Amit Verma,Education,Unknown,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-11 10:41:08.238817,2026-01-27 10:41:08.238817,2026-02-07 10:41:08.238817,Won,102493.0,1,1,1,1,2.0,13.0,16.0,11.0
14331,LEAD_108674,Facebook,Rahul Sharma,Retail,West,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
7311,LEAD_115441,Nan,Amit Verma,Retail,West,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
9040,LEAD_104675,Nan,Rahul Sharma,Retail,West,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11042,LEAD_103048,Google Ads,Priya Mehta,Education,South,2025-12-27 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,4.0,,
7400,LEAD_110541,Website,Amit Verma,Education,Unknown,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13672,LEAD_105040,Nan,Amit Verma,Unknown,Unknown,2025-12-27 10:41:08.238817,2026-01-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
16007,LEAD_117408,Nan,Priya Mehta,Finance,North,2025-12-27 10:41:08.238817,2025-12-31 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
15196,LEAD_102959,Website,Priya Mehta,Unknown,West,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
5202,LEAD_113999,Google Ads,Neha Singh,Healthcare,West,2025-12-27 10:41:08.238817,2025-12-28 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-16 10:41:08.238817,2026-01-24 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,9.0,10.0,8.0
8053,LEAD_113282,Website,Rahul Sharma,Education,South,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
9884,LEAD_117656,Website,Neha Singh,Unknown,Unknown,2025-12-27 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
732,LEAD_117213,Facebook,Neha Singh,IT,Unknown,2025-12-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
8085,LEAD_107480,Facebook,Rahul Sharma,IT,North,2025-12-27 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-16 10:41:08.238817,2026-01-19 10:41:08.238817,Won,40907.0,1,1,1,1,7.0,3.0,10.0,3.0
6026,LEAD_104058,Website,Amit Verma,IT,West,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
13906,LEAD_104065,Google Ads,Rohit Kapoor,Finance,East,2025-12-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14067,LEAD_113702,Google Ads,Rahul Sharma,Retail,West,2025-12-28 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-05 10:41:08.238817,2026-01-09 10:41:08.238817,2026-01-14 10:41:08.238817,Won,131965.0,1,1,1,1,5.0,3.0,4.0,5.0
15044,LEAD_113464,Google Ads,Priya Mehta,Finance,East,2025-12-28 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
17826,LEAD_117885,Facebook,Nan,IT,West,2025-12-28 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-12 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,14.0,,
7420,LEAD_117271,Referral,Rahul Sharma,Healthcare,East,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-05 10:41:08.238817,2026-01-16 10:41:08.238817,2026-01-30 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,4.0,11.0,14.0
815,LEAD_106938,Nan,Rahul Sharma,Unknown,South,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-12 10:41:08.238817,2026-01-16 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,3.0,8.0,4.0
740,LEAD_106201,Google Ads,Priya Mehta,Finance,North,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
14418,LEAD_113621,Referral,Amit Verma,Finance,North,2025-12-28 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
17766,LEAD_108004,Nan,Amit Verma,IT,North,2025-12-28 10:41:08.238817,2025-12-29 10:41:08.238817,2026-01-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,13.0,,
968,LEAD_101590,Google Ads,Nan,Healthcare,East,2025-12-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13492,LEAD_100018,Website,Rahul Sharma,Unknown,East,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-15 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,14.0,,
8519,LEAD_110229,Facebook,Amit Verma,Retail,West,2025-12-28 10:41:08.238817,2025-12-30 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
16472,LEAD_100746,Website,Rahul Sharma,Retail,East,2025-12-28 10:41:08.238817,2025-12-31 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
7360,LEAD_102920,Facebook,Priya Mehta,Retail,East,2025-12-28 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-04 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,5.0,,
6926,LEAD_110774,Referral,Amit Verma,Retail,South,2025-12-28 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-09 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,6.0,,
17655,LEAD_111913,Website,Neha Singh,IT,North,2025-12-28 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,5.0,,
15206,LEAD_109912,Google Ads,Priya Mehta,Finance,North,2025-12-28 10:41:08.238817,2025-12-31 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
14986,LEAD_103742,Website,Priya Mehta,IT,North,2025-12-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5194,LEAD_111540,Linkedin,Priya Mehta,Healthcare,West,2025-12-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
9881,LEAD_112267,Website,Nan,Retail,North,2025-12-28 10:41:08.238817,2025-12-30 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-07 10:41:08.238817,2026-01-17 10:41:08.238817,Won,130546.0,1,1,1,1,2.0,1.0,7.0,10.0
9820,LEAD_112056,Referral,Rahul Sharma,Healthcare,South,2025-12-28 10:41:08.238817,2026-01-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
8113,LEAD_116514,Facebook,Amit Verma,Education,Unknown,2025-12-28 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,2.0,,
1526,LEAD_100638,Google Ads,Amit Verma,IT,Unknown,2025-12-28 10:41:08.238817,2026-01-03 10:41:08.238817,2026-01-16 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,13.0,,
4950,LEAD_113013,Facebook,Amit Verma,Unknown,West,2025-12-28 10:41:08.238817,2026-01-06 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
7022,LEAD_103918,Google Ads,Amit Verma,Retail,East,2025-12-28 10:41:08.238817,2026-01-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,8.0,,,
2190,LEAD_105938,Referral,Rahul Sharma,Finance,Unknown,2025-12-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17286,LEAD_108178,Nan,Priya Mehta,IT,North,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
3155,LEAD_104003,Website,Nan,Finance,South,2025-12-28 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-06 10:41:08.238817,2026-01-19 10:41:08.238817,2026-01-20 10:41:08.238817,Won,19779.0,1,1,1,1,3.0,6.0,13.0,1.0
5747,LEAD_114382,Google Ads,Priya Mehta,Healthcare,Unknown,2025-12-28 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-10 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,10.0,,
6599,LEAD_109130,Facebook,Amit Verma,IT,South,2025-12-28 10:41:08.238817,2026-01-05 10:41:08.238817,2026-01-17 10:41:08.238817,2026-02-04 10:41:08.238817,2026-02-08 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,12.0,18.0,4.0
5360,LEAD_104922,Referral,Neha Singh,Healthcare,East,2025-12-28 10:41:08.238817,2026-01-05 10:41:08.238817,2026-01-17 10:41:08.238817,2026-01-31 10:41:08.238817,2026-02-05 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,12.0,14.0,5.0
10144,LEAD_100374,Nan,Priya Mehta,Healthcare,North,2025-12-28 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
4772,LEAD_117580,Referral,Priya Mehta,Education,East,2025-12-28 10:41:08.238817,2025-12-30 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
5231,LEAD_109007,Facebook,Neha Singh,Education,Unknown,2025-12-28 10:41:08.238817,2025-12-31 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
5413,LEAD_109055,Nan,Priya Mehta,Education,West,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,4.0,,
8016,LEAD_101081,Website,Rohit Kapoor,Finance,North,2025-12-28 10:41:08.238817,2026-01-01 10:41:08.238817,2026-01-07 10:41:08.238817,2026-01-12 10:41:08.238817,2026-01-19 10:41:08.238817,Won,125190.0,1,1,1,1,4.0,6.0,5.0,7.0
2228,LEAD_105478,Google Ads,Rohit Kapoor,Healthcare,Unknown,2025-12-28 10:41:08.238817,2025-12-30 10:41:08.238817,2026-01-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,8.0,,
13665,LEAD_115053,Facebook,Nan,Education,Unknown,2025-12-28 10:41:08.238817,2025-12-29 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
44,LEAD_114531,Website,Neha Singh,IT,Unknown,2025-12-28 10:41:08.238817,2026-01-04 10:41:08.238817,2026-01-09 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,5.0,,
15440,LEAD_103471,Website,Priya Mehta,IT,West,2025-12-29 10:41:08.238817,2026-01-02 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
11135,LEAD_102781,Google Ads,Rahul Sharma,Finance,North,2025-12-29 10:41:08.238817,2026-01-02 10:41:08.238817,2026-01-09 10:41:08.238817,2026-01-21 10:41:08.238817,2026-02-01 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,7.0,12.0,11.0
11974,LEAD_114278,Nan,Priya Mehta,Healthcare,North,2025-12-29 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12953,LEAD_102361,Website,Nan,IT,Unknown,2025-12-29 10:41:08.238817,2026-01-04 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
12126,LEAD_114298,Google Ads,Amit Verma,Finance,North,2025-12-29 10:41:08.238817,2026-01-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
13361,LEAD_110930,Website,Amit Verma,Finance,North,2025-12-29 10:41:08.238817,2026-01-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
1309,LEAD_100763,Website,Priya Mehta,Unknown,South,2025-12-29 10:41:08.238817,2025-12-31 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
14132,LEAD_116244,Facebook,Rohit Kapoor,Education,East,2025-12-29 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
6532,LEAD_117345,Linkedin,Priya Mehta,Retail,North,2025-12-29 10:41:08.238817,2025-12-31 10:41:08.238817,2026-01-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,2.0,6.0,,
10255,LEAD_108221,Referral,Rahul Sharma,Education,North,2025-12-29 10:41:08.238817,2025-12-30 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
4956,LEAD_106331,Google Ads,Neha Singh,Education,West,2025-12-29 10:41:08.238817,2026-01-07 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
16961,LEAD_109500,Referral,Nan,IT,West,2025-12-29 10:41:08.238817,2025-12-30 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
2488,LEAD_109369,Facebook,Rahul Sharma,Healthcare,South,2025-12-29 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17383,LEAD_105533,Linkedin,Rahul Sharma,IT,Unknown,2025-12-29 10:41:08.238817,2026-01-05 10:41:08.238817,2026-01-08 10:41:08.238817,2026-01-15 10:41:08.238817,2026-01-24 10:41:08.238817,Won,166748.0,1,1,1,1,7.0,3.0,7.0,9.0
17819,LEAD_114048,Referral,Neha Singh,Healthcare,East,2025-12-29 10:41:08.238817,2026-01-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
